Tên,Lớp,Giới tính,Diem1,Diem2,Diem3,Diem4,Diem5,Diem6,Diem7,Diem8,Diem9,Diem10
Phạm Thanh Trâm,6C1,Nữ,2.75,0.5,8.5,7.75,4.75,5,8.5,8.25,3,3.5
Đặng Đình Sơn,8A1,Nam,2.5,0.25,3.25,9,9.25,7.5,3.25,9.5,0,8.5
Phạm Như Lan,4A3,Nữ,0.25,6.5,6.25,1.5,8.75,2.25,8.5,2,1.25,0
Huỳnh Văn Khoa,3A3,Nam,8.75,1.5,1.25,9.5,0.5,5,2,4.75,7,6
Đặng Thái Hải,7A2,Nam,7.5,6.25,4,1,4,2,7,2.25,0.5,8.75
Trần Hữu Dũng,2A1,Nam,3.75,0.25,2.25,7.5,7.25,4,1.5,7,4.5,7.25
Nguyễn Đức Minh,6A3,Nam,1,2.75,2.75,2.25,4.25,7.5,6.5,1.25,5,3.5
Nguyễn Ngọc Hương,12A2,Nữ,6.5,8.75,5.5,9.75,6,5,7,9.75,1,0.25
Phan Bích Nhung,1B1,Nữ,7,4,3.25,5.75,2,4.75,0.5,7.25,3,9.5
Võ Đình Khoa,1B1,Nam,9.75,1.25,0.5,1.5,4,3,2,6.5,9,9.25
Nguyễn Minh Thắng,7C1,Nam,8,8,3.5,7.75,9,4.5,6,3.75,0.5,7.5
Nguyễn Tuấn Long,10C1,Nam,3.5,9,6.75,6.25,10,2.75,8.75,3,5.75,3
Bùi Như Nhung,3B2,Nữ,2.75,6.75,1.75,3,9,1.75,3.5,1.25,0.5,4.75
Trần Văn Sơn,8A1,Nam,4,7.5,8.75,9.5,2.5,2.75,1,9.75,8.75,8.75
Đặng Minh Đạt,7C1,Nam,2,4,2,5,3,6.75,7,1.25,5.75,2.75
Bùi Đình Đạt,1C1,Nam,9.5,1.5,8.5,7.75,7.5,3.75,7.25,1.75,2.5,5.75
Trần Phương Yến,1C1,Nữ,4.75,6.25,2,8.25,8.5,5,8.25,1.5,9.75,6.25
Huỳnh Mai Nhi,8A2,Nữ,4,8.5,2.5,7.5,1.25,5,6.5,9.5,7.75,8.75
Bùi Thu Hà,10A3,Nữ,8.75,4.75,5.75,5.5,4,2.75,5.25,2,0.75,8.5
Huỳnh Đình Dũng,12A2,Nam,1.5,8.25,3.25,5.5,9.75,8.5,7.75,4.25,4.25,2
Nguyễn Như Trâm,3A3,Nữ,7,8.75,3.75,9,2,9,5,5.25,7.5,0.25
Hoàng Hoàng Phong,9A2,Nam,7,2.25,0.5,3.75,8.75,1,6,0,2.25,1
Lê Đức Huy,7A2,Nam,1,7,5.25,5.5,9.25,5.25,2,8,8.75,4.25
Hoàng Thị Linh,4A1,Nữ,0.75,2.75,3.5,7,0.25,8.25,4.25,9.5,3,0
Đặng Thu Yến,9A2,Nữ,0,5,7,5,1.25,6.75,4.75,7.75,5.25,3
Phan Đức Dũng,9A3,Nam,5,2,1.75,5,9,3.75,7.75,6.25,3.75,1.75
Phan Minh Huy,12A3,Nam,9.5,7.75,7.25,0.5,9.25,9.75,4,1,9.5,3.75
Trần Gia Thắng,5C1,Nam,2.5,1,0.5,4.25,10,3.75,8.25,2.75,0.75,5.25
Phạm Ngọc Vy,7A1,Nữ,3.5,6.75,0.25,9.5,3.75,4,3.25,1.75,4,2.25
Vũ Hoàng Khoa,1A2,Nam,9.75,8.5,8.75,8.5,8.75,9.75,9,1.25,0.5,5
Võ Bích Vy,2A1,Nữ,7.25,2,8.5,5.75,3,4.25,0,3,10,6.75
Phạm Đức Dũng,12C1,Nam,3,6.75,2.25,5.75,2.5,2.75,7.5,1.25,5.75,1.25
Phạm Mai Nhi,3B1,Nữ,8.5,8.25,1.25,8.5,3,4,1.75,0.75,9.5,4
Huỳnh Hoàng Minh,12A2,Nam,9.75,8.75,9,8.25,4.75,9.5,3.25,6,2.25,2
Phạm Đình Hải,2C1,Nam,7.25,8.25,7.75,8.25,7.75,9.5,8,9.75,4,9.5
Bùi Diễm Hà,1B1,Nữ,6,10,0.25,3.75,2.25,10,0,6,2,6
Trần Minh Sơn,1B2,Nam,6,6.75,7.5,5,10,9.75,9.5,6,0.5,6.5
Phạm Đình Hải,5C1,Nam,3.75,7,2.75,3.75,5.5,0.5,9.75,3.75,4.75,2.25
Võ Hoàng Khoa,7B1,Nam,9.75,4,7,4.75,4.75,10,6.75,9.75,1.75,4.5
Trần Như Hà,5A2,Nữ,3.5,7,10,6,7.5,0,7.5,4,5.5,5.25
Lê Gia Bảo,5A3,Nam,0,7.5,9.5,8.25,9.25,6.75,2,0.5,0,4.25
Bùi Như Linh,8A3,Nữ,0,10,8.5,9.75,5.25,1.25,8.25,5.75,2.25,1.25
Võ Bích Yến,11A1,Nữ,5.25,3.25,3.25,7.75,3.25,9.75,6.25,5.75,0.75,2.5
Hoàng Hoàng Khoa,11B2,Nam,3,8.75,3.5,7.75,4.75,8,4.75,5.5,5.25,6
Nguyễn Gia Bảo,8A3,Nam,7.5,8.5,1.75,5.25,8.5,1,6.5,7.75,6.5,9.75
Lê Thanh Trang,11B2,Nữ,2,6.5,4.25,5,3.5,8.5,8.75,8.5,1.75,7.75
Phạm Bích Thảo,4B2,Nữ,6.75,4.5,1.5,4.5,8.25,6.5,9.25,9.25,0.25,3.5
Đặng Đình Hải,2C1,Nam,0,6.75,1.75,9.5,8.75,6.5,1.25,8.25,0.5,0.5
Bùi Bích Trang,6A1,Nữ,7.75,7.5,3.5,4.75,1.25,5.25,1.25,4.5,2.75,2.75
Vũ Mai Thảo,6A2,Nữ,2,2.25,2.25,1.5,3.75,1.25,0.75,3.75,6.75,3.25
Đỗ Hoàng Thắng,1A1,Nam,9.75,6,3.75,6.75,3,5,9.25,4.5,6.25,1.25
Phan Thái Thắng,4B2,Nam,7.25,7.75,2.75,3.75,6.25,7,6,8,9.5,2.75
Bùi Thu Trang,6B2,Nữ,6.25,7.75,2.5,2.75,4.5,7.75,0,8.75,5.25,6.75
Trần Đình Phong,7B2,Nam,1,6.5,8.5,8.75,6.75,2,1.75,7.25,10,4.25
Nguyễn Tuấn Đạt,9C1,Nam,0.75,1,9.75,9.75,1.5,9.75,5.75,6.75,6.75,1
Nguyễn Minh Dũng,7B2,Nam,2,7.25,4.75,3.75,8.25,8.75,6.75,4.75,7.25,2.75
Nguyễn Phương Yến,5B2,Nữ,6,0.75,8.5,0.25,3,7.75,8.25,3,2.25,9.75
Huỳnh Hoàng Đạt,9B2,Nam,4,7.5,4.75,4.25,1.5,1,7.75,6.5,0.5,7.75
Trần Minh Bảo,4B2,Nam,6.75,5.25,3,6.25,0.5,7.5,2.25,2.25,7.5,6.5
Huỳnh Thái Huy,10A3,Nam,3.25,7.75,7.5,1,2.25,9.5,5.25,10,1.5,3.25
Đặng Bích Nhung,1C1,Nữ,10,6.75,3,5.5,5.5,7,6.5,3.75,8.25,9.25
Võ Thị Linh,2C1,Nữ,8,9.5,8.25,4.75,7.25,10,10,5.75,2.75,5.25
Vũ Diễm Vy,4B1,Nữ,6.75,3,1.75,2.25,4,4.25,0.5,3,8.5,4.25
Hoàng Mai Linh,9B1,Nữ,8.75,7.25,7,3.75,6.25,8.5,6.5,1.5,7.5,1.25
Lê Phương Thảo,2A1,Nữ,1.5,10,2,3.25,2.25,9.25,1.25,1.75,8,5.25
Lê Văn Hải,10C1,Nam,3,9,5.5,6.75,0.75,4,6.25,4.75,10,9.5
Đỗ Đình Sơn,2A2,Nam,3.25,9,5.5,1,9,5,6.25,7,6.25,4.75
Đỗ Gia Đạt,9A3,Nam,4.5,6,1.5,1.75,3,9.5,9.25,6.25,5.75,7.25
Trần Đình Long,12A1,Nam,6.5,9,9,3.5,7.25,4.75,5.25,2.25,1,5.25
Phan Như Trâm,4A3,Nữ,6.25,2,3.5,7.5,9.25,2.25,7.5,2.5,0,3.75
Huỳnh Thanh Trâm,8C1,Nữ,7.75,9,2.75,5,7.25,4.25,5.75,6.5,5.75,9.75
Đỗ Bích Yến,7B2,Nữ,3.25,7.5,1.5,9.75,10,8.75,3.5,4.5,0.5,7
Phạm Gia Khoa,10A2,Nam,4,9,5,3.5,2.25,5.75,4.25,1.75,7.75,4.75
Trần Hoàng Đạt,9B2,Nam,1.25,2.75,0.75,3.5,3.75,2.75,1.75,2.5,9.25,6.25
Nguyễn Minh Huy,7A2,Nam,7.25,4.5,8.75,5.5,5.75,5,8.5,6.75,6.25,0
Võ Tuấn Khoa,5A2,Nam,2,6.25,0,3.5,4.25,1.75,5.25,0.5,7,7.25
Phan Minh Huy,8B1,Nam,8.75,0.5,7.75,9.5,4.5,6,5.75,8.75,8.75,2
Trần Mai Trang,5B2,Nữ,2.5,0.25,9.75,8,4,1.25,7.25,7.75,3.5,2
Trần Đức Long,3C1,Nam,0.5,9.75,5,5.25,1.75,2.75,9.75,10,6,8
Phan Đình Phong,3A2,Nam,0.75,4.5,7.25,3,2,5.5,7.75,0.75,7.75,1.25
Trần Đức Đạt,2A1,Nam,0.75,6.5,3.75,0.5,0.75,4,3.25,9.5,0.5,8.5
Đỗ Thu Hương,8A2,Nữ,3.75,7.75,1,8.75,7.25,8.75,0,6,0,0.5
Phan Phương Vy,9B1,Nữ,8.5,7.5,9,5.25,7.5,2.5,7,1,6.75,7.5
Nguyễn Minh Sơn,12A1,Nam,6.5,8.5,4.5,2.75,4.75,7.25,8,2,4.5,4.25
Phan Minh Đạt,3B2,Nam,4.75,4.25,4.25,2.75,1.75,1,2.75,0.75,9.25,6.25
Bùi Ngọc Thảo,3B1,Nữ,6.75,4.25,3.25,8.25,3,10,8.75,4,3.75,6.5
Lê Diễm Thảo,1C1,Nữ,8.75,8.5,8.75,9.5,3.5,0,1.25,0.75,3,7.75
Vũ Thanh Lan,5A3,Nữ,10,6.75,9.5,10,10,7,2,6.5,9.5,5.75
Trần Thị Nhi,7A2,Nữ,5.5,5.25,6.75,6.5,1.25,7,4.75,10,2.5,5.5
Bùi Diễm Linh,12B1,Nữ,5.5,4.5,4,8,7.25,9.25,7.75,8,1.25,3.25
Huỳnh Phương Linh,8A2,Nữ,6.75,8.25,5.25,2,9,0.75,3,6,5,7.25
Đỗ Thanh Lan,2B1,Nữ,5.5,2.25,7.25,9,8.5,0,5,8.25,2.25,4.75
Vũ Diễm Nhi,2A2,Nữ,6.5,4.5,7.75,5.25,5,8.75,0.5,6.25,8,9.75
Võ Diễm Nhung,1A3,Nữ,1.25,5.25,2,9.25,7.5,0.25,3.25,2.75,3.25,4.75
Bùi Văn Hải,7A2,Nam,8.25,6,2.25,3.5,9,1.25,8.75,9.5,3.5,4.75
Hoàng Bích Hà,10C1,Nữ,8.25,10,9.25,2.75,2.75,6.75,1.5,0.25,4.75,0
Huỳnh Diễm Yến,8A2,Nữ,1.75,3.25,4.5,0.75,2.25,6.5,9,3.25,5.5,1
Lê Hoàng Phong,6A2,Nam,5.25,6.25,0,0.75,2.25,1.75,6.5,1,8.5,3.75
Nguyễn Tuấn Dũng,11B2,Nam,0.5,1.25,8,9.25,9.25,3.25,10,7,0.25,9
Hoàng Hữu Bảo,2A2,Nam,8.25,9,9,2.5,9.25,0,2.5,8.5,1.5,9.25
Phạm Như Hương,4A2,Nữ,8.75,4.5,1.75,4.75,9,1.75,7.5,4.5,0.5,3.25
Nguyễn Thái Sơn,10B2,Nam,7,10,3.5,1.75,5.5,0.75,3,2.75,2.75,4
Huỳnh Hoàng Dũng,7B1,Nam,3.5,9.75,8.25,8.75,1.25,7,2.25,1.5,1.75,5.75
Nguyễn Thu Vy,8A3,Nữ,9.5,5.25,4.25,5,8.75,8.25,5.5,7,7.75,4
Huỳnh Thái Long,10A2,Nam,0.75,5,4.25,2.75,8.25,1.25,8.75,8.5,3.75,4.5
Đỗ Văn Phong,1B2,Nam,8.25,7.5,9.5,7.5,0,6.75,6,0.5,7.5,1.25
Đỗ Phương Nhi,4A1,Nữ,3.5,9.5,9.5,7.5,8.5,7,8.75,4,2.75,9.75
Võ Văn Dũng,3C1,Nam,5.25,2,7.75,9.5,5.25,7.75,8.5,4.25,3.25,9
Đặng Thanh Nhung,8B2,Nữ,9.5,2.25,9.25,6,9,5.5,4.25,2.5,4,1.5
Bùi Tuấn Huy,9A2,Nam,6,3.25,4.25,10,4.75,4.25,7,3,2.5,3.75
Võ Hữu Minh,10A3,Nam,7,0.75,6.5,8.25,10,5.5,4.75,1.25,9.25,0.5
Trần Đức Khoa,4C1,Nam,8.75,8,4.5,0.25,8,0.75,0.5,3.75,6.75,9.25
Đặng Mai Hương,12A1,Nữ,2.25,1.5,1.5,5.75,3.5,4,8,2.75,9,5.5
Vũ Hữu Hải,5A2,Nam,8.25,8.25,5,0,4.75,4.75,8.5,9.5,3.25,7.5
Trần Hoàng Sơn,9C1,Nam,4,1,8.25,0.75,1.75,4.25,4.25,8.75,2.25,8
Huỳnh Thu Hương,12A2,Nữ,1.25,10,4,8.75,5.75,8,2.75,7.5,0.25,9.25
Huỳnh Hoàng Sơn,9A1,Nam,0.5,3,10,4.25,7,9.5,0.25,8,1.25,6.5
Trần Đức Khoa,7A1,Nam,5.5,8.25,4,4.5,0.75,4,6,8.25,0.75,0.25
Hoàng Tuấn Thắng,8A1,Nam,1.75,4.75,3,8.5,8.5,7,0.25,9.75,0.75,1.75
Nguyễn Thái Dũng,11B1,Nam,10,8,7.25,4.75,7.25,2.75,7.75,8,9,7.5
Phạm Ngọc Trang,1B1,Nữ,4.75,9.75,2.75,6,8,2.75,4.25,7,8.25,5
Nguyễn Mai Yến,8C1,Nữ,4.75,3.5,6.5,3.25,9,8.25,0.75,5.5,4.5,10
Vũ Thái Bảo,4A2,Nam,5.25,8.25,9.75,8,2.5,5.75,0,1.5,0,2.75
Vũ Ngọc Nhi,10C1,Nữ,4.75,9,8,3.5,7,0.75,1.25,1,0,4.25
Đặng Diễm Trâm,12B1,Nữ,5.5,0.25,7.5,7.5,2.75,5.5,5.25,9.25,8,3.25
Huỳnh Gia Huy,12A2,Nam,7.5,4.25,9.5,1.75,5.75,2.75,7,7.75,2.25,1.25
Phạm Mai Hà,9A3,Nữ,1,5.25,3.75,0,7,9.25,8,7.25,9.75,6.25
Vũ Đình Phong,7B2,Nam,1,0.5,6,0.75,9,5.75,1.75,5,6.5,1.75
Trần Hoàng Minh,10B2,Nam,5,3,9.25,5.75,5.25,4.75,0.25,2,4.75,9
Hoàng Đức Đạt,3B2,Nam,0.75,9,8.25,1.5,9.25,7.5,5.75,1.75,7.5,0.75
Nguyễn Đức Thắng,4A2,Nam,5.5,2.75,0.25,0.25,7.75,8,5.25,6,0.5,9.75
Bùi Hoàng Sơn,11C1,Nam,5.5,8,3.75,3.75,2,4.75,9.25,1.75,8,10
Lê Thái Dũng,1C1,Nam,7.75,9.25,6.75,0.5,0.75,1,1,5,2.25,7.25
Võ Đức Phong,2C1,Nam,2,1.5,6,4.25,2.25,1,3,0.75,0.75,7.5
Vũ Đình Sơn,1B1,Nam,1,8.75,0.75,7,1.75,6.75,5.75,0.5,3.5,9.5
Phạm Phương Hà,4A2,Nữ,0.75,0.25,2,3.5,0,1.75,4.75,0.25,6.5,6
Phạm Diễm Vy,4A1,Nữ,3.75,8.25,3.5,0.5,5,5.25,9.75,0.25,2.5,0.75
Bùi Đình Dũng,6C1,Nam,5.5,5.5,9,7.5,2.75,4,4.75,6.25,8.25,3.5
Đỗ Gia Sơn,9C1,Nam,8.5,7,1.75,2.75,6.25,3.25,1.5,1.25,8,0.25
Hoàng Minh Sơn,9B1,Nam,2.75,1,0.75,9.5,9.75,6,1,2.5,1.25,9.25
Đỗ Bích Yến,6A3,Nữ,0.75,3.25,5.5,6.75,8,1,10,9.75,7.5,6.75
Phan Minh Long,11A2,Nam,7.5,10,0.5,6.75,1.25,7.75,6.25,2.5,2.75,7.5
Lê Đình Khoa,8A2,Nam,3.25,9.25,8.5,3,1.75,7.75,8.25,5.25,7.75,2.75
Đỗ Tuấn Đạt,5A3,Nam,2.75,2.25,8.75,5,2,4.5,7.75,9.5,1.75,4.5
Trần Thanh Trâm,1A3,Nữ,0,2.5,3.25,2,5.25,7,2.75,1,2.5,2.25
Phan Thái Đạt,11B2,Nam,9,2,8.5,5.25,6,3.75,9.5,9.75,1.75,3.5
Vũ Đình Minh,9A3,Nam,3.25,2.5,3,8,7.75,6.25,8,1.5,2.75,9.25
Bùi Thái Thắng,2A1,Nam,1.75,2.75,4.5,7.25,6.25,9.75,4.25,10,7.75,1.75
Đỗ Minh Khoa,7A2,Nam,6.75,7.5,9.5,6.25,5.5,0,1,0.5,5,9.5
Lê Mai Nhi,1A2,Nữ,0.5,6,9.25,5.25,5.5,2,5.5,3.25,1,8.75
Võ Mai Yến,9B1,Nữ,4.75,5.5,6.75,10,1.25,7.25,5.75,9.5,2.5,9
Bùi Đình Hải,5B1,Nam,0.25,6.25,4,1.5,2.5,9.5,6.25,6.5,5.75,0.75
Trần Mai Thảo,3B1,Nữ,1,3.5,1.25,9.75,9.5,8.5,3.5,4.5,9,3.25
Đỗ Phương Yến,9C1,Nữ,7.25,1,3.25,8.25,5,7.5,0.25,8.75,6.75,7
Vũ Mai Linh,3B2,Nữ,7.5,5.75,3.75,1.5,7.75,2.25,10,0.25,0.5,6.75
Võ Thái Minh,1A1,Nam,0,3.75,2,2.75,1.25,0.25,4.25,5.5,1.75,9.5
Huỳnh Mai Trâm,3A3,Nữ,4.5,6.5,9.75,2.75,2,8.75,2.5,1.25,1.5,1.5
Huỳnh Diễm Trang,2B2,Nữ,5.25,4,8,7.75,2.25,5.25,8.25,1.5,6.5,7.25
Phạm Tuấn Long,10B2,Nam,4.75,4.75,2.25,3,10,3.75,10,4.25,4,1
Trần Bích Trang,11A2,Nữ,9.75,5.5,4.25,3.5,7,2.75,5.75,6.25,1.25,9
Võ Diễm Hương,9A3,Nữ,8.25,8.75,1.75,9.25,5.75,2,9,8.25,8.75,8.5
Hoàng Mai Hà,11B1,Nữ,2.25,2.5,8.75,0.25,3.5,3,1,4,7,0.5
Lê Thu Trang,12B2,Nữ,0.5,4.25,6,5.5,8.5,8.5,5.5,5.75,2,5.75
Phạm Thanh Nhung,11C1,Nữ,9,1.75,5.75,5,0.5,9.25,6.75,5.5,6.75,2.25
Trần Thái Hải,11B1,Nam,6.75,1.25,3,0.25,1.25,3,7,3.75,4.25,10
Đỗ Bích Vy,3A3,Nữ,9.25,7.75,7.25,4.75,0.5,10,4,8.5,6.5,9.75
Vũ Thu Hà,11A3,Nữ,6.75,6.5,0.5,1.5,2.5,6.75,7.5,7.25,8.5,9.25
Phạm Ngọc Trang,10A1,Nữ,10,6,1.5,9.5,7.5,4.5,6,1.5,10,2.25
Đặng Mai Linh,12B2,Nữ,9.25,1.75,6.75,9.5,6.25,6.75,0,8.5,9,4.25
Lê Văn Phong,4B1,Nam,8.5,2.5,5.25,3.25,0.75,1.5,8.75,1.5,5.5,0
Bùi Minh Bảo,1A1,Nam,6.75,7.75,3.25,7.25,4.25,5.5,5.5,9.5,8.25,0.25
Nguyễn Đình Đạt,1A3,Nam,8.75,3.25,0.25,6,4,4.25,4.25,7,0.25,9
Hoàng Đình Huy,5A3,Nam,2,4.75,0,7,5.5,6.5,1,7.5,8,5.75
Vũ Đức Dũng,10B2,Nam,6.5,6.25,9.5,9.25,3.25,6.5,7.75,5.5,5.5,7.25
Hoàng Thu Trâm,7B1,Nữ,7.25,0.75,1,7,4.75,8.25,7,5.25,5.5,1.75
Phạm Thanh Nhi,7C1,Nữ,8,5.5,3.5,8,0.25,6,4.5,0.5,7.25,1
Nguyễn Thị Linh,7B1,Nữ,1.25,1.25,9.75,1,4.5,9,2.5,4,5.75,6.75
Phan Phương Thảo,9C1,Nữ,9.75,9.25,8.25,7.25,1.25,1.5,9,1.25,6.75,1.25
Lê Văn Minh,4A2,Nam,9,0,6.5,3.25,4.75,4.25,2,8.5,6,9.5
Vũ Thanh Trang,3A3,Nữ,1.25,7.75,4.5,9.75,0.75,7.25,3,6.5,2.25,3
Nguyễn Đình Phong,9A1,Nam,0,9.5,0.75,4.75,3.25,5.5,5.5,9,2.75,7
Phan Hữu Hải,6A2,Nam,4.75,6.25,6,4.25,9.25,2.75,9.5,1.75,1,8.25
Đặng Bích Yến,12A3,Nữ,8.5,9.25,3.25,2.75,4.5,9.25,8.5,6.5,0,4.5
Bùi Phương Nhi,4C1,Nữ,4.75,6.25,0,9,3,6,2.5,4.5,5.75,7.25
Phan Thị Yến,10B1,Nữ,9,8.25,9,7.5,2.5,9.5,1.5,5,7.25,8
Đỗ Bích Thảo,3C1,Nữ,9,8.75,1.25,1.25,1,4,1.5,8.5,0,8.5
Bùi Hoàng Đạt,1A2,Nam,5.5,4.75,0.5,6.5,2.5,9,5,7,4,0.5
Đặng Văn Bảo,10A1,Nam,6.75,9.25,1.75,2.5,2,6.75,1,2.75,5.75,8.5
Nguyễn Thị Lan,8B1,Nữ,4,5.75,8,5.75,4.75,5.75,1.5,3.75,7.25,4.25
Đỗ Bích Lan,10B2,Nữ,7.5,0.5,9.25,5.25,4.75,6,0.5,8.75,1,1.5
Hoàng Văn Khoa,9B1,Nam,3,9.25,2.75,4.75,9.5,1.75,8.5,6.75,3.75,3.5
Đỗ Thu Vy,8C1,Nữ,9.5,9.75,7.5,2.5,2.5,5,6.75,7.75,2.5,10
Võ Thị Lan,12C1,Nữ,1.5,3.25,9,9,2.25,10,9.25,10,2.5,1.5
Lê Gia Phong,4A3,Nam,5,7.5,6.5,2,9.25,3,5.5,8,8,0.5
Đỗ Gia Long,11B1,Nam,1.25,4.25,6.25,3.25,6,6.5,5.5,0.5,0.25,0.25
Đỗ Gia Long,7B1,Nam,6.5,4.5,1.5,3.5,1.25,1.75,9.5,6.5,6.75,9.5
Đỗ Gia Phong,3A1,Nam,7,9.75,7.75,2.5,8.25,7.25,8,0,1.75,1.5
Phạm Minh Huy,7A3,Nam,4,9,4,5.5,7.25,2.5,1.5,3.25,1.75,8.25
Trần Mai Lan,5B2,Nữ,5.75,5.75,1,5.25,8.75,6.75,2.25,1.75,3.75,5.5
Huỳnh Minh Phong,8A2,Nam,4,1.75,2.5,4.75,9.5,6,8.5,2.25,4.75,4.75
Đỗ Văn Dũng,4A1,Nam,8,7.5,5.75,4,7.75,4.25,2.25,1.5,9,1.25
Bùi Tuấn Khoa,6A1,Nam,1.75,6,7.75,6.5,3.5,6.5,0.25,9,10,1
Đặng Thị Nhung,5B2,Nữ,8,9.5,1.5,7.25,2.75,8.75,1.25,9,3,9
Đặng Hữu Hải,10B1,Nam,5.25,8.25,7.75,3,1,3.75,3.25,8.75,1.5,3
Lê Như Nhi,11C1,Nữ,4.75,1.5,4.25,0.25,7.5,9,3,8.25,6.75,3
Đặng Diễm Linh,3A2,Nữ,4,4,3,3,6.25,3.25,6,2.25,0,3
Bùi Đức Khoa,9A3,Nam,2.5,7,9.75,3.25,2.25,1.25,1.75,0,7.5,10
Võ Mai Thảo,7C1,Nữ,8.5,7.75,2,6.75,9.5,9.75,8,4.75,8.5,6.75
Nguyễn Thu Trang,11A2,Nữ,7.75,10,3.25,1,1.5,8.5,6.5,4.75,5,0.5
Phạm Hoàng Sơn,5A3,Nam,5,0,7.25,5,6.5,3.25,5.75,2.5,8.25,10
Võ Thu Thảo,3B1,Nữ,2,5.75,8.25,5,2.75,5,3.25,0,5,6.5
Bùi Thái Dũng,4C1,Nam,0.75,9.25,2,8,2.25,4.5,5.5,1.5,6.5,2.5
Võ Đình Sơn,7A3,Nam,1.25,6.5,5.75,5.25,9.5,4.25,8.75,5.75,2,8.75
Huỳnh Gia Phong,5A1,Nam,4,6.75,3.25,4.25,0.25,5.25,2.5,1,9.5,5.25
Phan Đình Hải,7A3,Nam,9.25,0.25,4,3.75,0.75,0,0.5,5,9.5,5.25
Võ Ngọc Lan,3C1,Nữ,1.5,3.25,1.25,5.25,6.25,3.75,4.25,0.5,7.75,4
Nguyễn Bích Linh,6B2,Nữ,5.25,3.25,7.75,3.75,0.5,6.25,8,8,0.5,5
Lê Hoàng Hải,1B2,Nam,9.5,0,0.5,3.25,2.5,7.25,6,4.5,1.25,7.25
Lê Thái Bảo,9A2,Nam,2,5.5,9,0.25,6.75,3,2.75,8,7,9.5
Lê Văn Hải,7A1,Nam,6.75,9.25,1,7.25,2.5,9.5,2.25,1.75,1.5,2.75
Nguyễn Đình Thắng,10A1,Nam,6.75,9.25,7.25,0.75,8,8,1,7,0,1.5
Hoàng Bích Nhung,11A2,Nữ,1.5,1,9.25,6.75,9.25,7.5,10,1.25,5.5,5.75
Vũ Đình Đạt,6A3,Nam,1.5,0,5.5,1,2.5,5,0.75,1.75,1.25,3
Vũ Ngọc Hương,11A2,Nữ,2,2.25,9.25,8.25,7.25,1,1,5,3.5,6.5
Bùi Thái Thắng,2A3,Nam,1.75,1.5,9.75,1.25,4.25,4.75,7.5,10,0.75,5.5
Hoàng Đức Long,5A1,Nam,4.5,9,7.25,7.25,10,7.75,1.25,5,1.5,5
Trần Văn Thắng,8A1,Nam,9,7.25,4.25,5,3.5,2.25,1.75,0.25,2.25,5.25
Đỗ Thái Sơn,7B2,Nam,6.75,4.75,8.5,6.5,2,8.5,4.25,6,2.5,2.75
Đỗ Hoàng Khoa,4A1,Nam,6.75,1.25,6,6,0,3.75,9,4.25,8.75,2.5
Lê Thái Dũng,10A1,Nam,6.25,1.75,1.75,3.25,5.5,2.75,5.25,7.25,0,0
Nguyễn Hữu Đạt,8A3,Nam,1.5,0.25,8.75,5.75,8.5,2.75,1,8.5,6.25,3.75
Vũ Diễm Hương,2B1,Nữ,5.5,5.75,3.5,8.25,6.75,0.5,2.25,3,9,9
Phan Tuấn Đạt,2B2,Nam,2.25,1.25,0,6.25,8.5,0.5,8,2,3.25,6.75
Võ Thái Khoa,5A3,Nam,4.75,5.25,1.5,7.75,8,9,4.5,7,9.25,7.5
Nguyễn Hoàng Bảo,7C1,Nam,4,7.75,8.5,1.25,9.5,2.75,5.5,5.25,6.25,8.75
Lê Hoàng Sơn,4B1,Nam,1.25,6.75,1.75,1.5,2.75,2.5,10,7.5,5.25,9.75
Lê Hoàng Khoa,7A3,Nam,1.75,7,9,7.5,9.75,5.5,7.25,6.25,8.5,4
Bùi Diễm Nhi,3A2,Nữ,8,5.75,3.75,3.75,4.75,7.25,1.25,8.25,2.75,3.25
Trần Hữu Dũng,3A1,Nam,3.5,8.5,5.5,9.5,3.5,5.75,7.25,3.5,1.25,5.25
Vũ Mai Hà,6A1,Nữ,8.5,8.5,6.25,0.75,8,1,1.5,5.75,8.75,3.5
Bùi Mai Nhung,1C1,Nữ,9.75,4.5,9.25,4.75,3.25,4.5,0.75,8.25,9.75,4.5
Đỗ Thanh Hương,3A1,Nữ,6.5,8,6.25,2,3.5,8.25,8.75,9.25,8,9.5
Phan Thái Huy,9C1,Nam,4.75,2,7.75,5,8.25,6.75,9,7.5,9.75,8.25
Vũ Thái Đạt,6B2,Nam,8.5,2.25,1.25,7,3.5,3.5,6,5,4,4.25
Võ Thu Yến,3B1,Nữ,5.5,6.75,3.75,2,6.75,0.5,2.25,2,1.25,9.75
Võ Thái Khoa,10B1,Nam,5,7.25,2.25,5,6.5,3.5,7.25,7.75,6.5,0.75
Đặng Thị Linh,12A2,Nữ,0,9.75,3,1.25,5.25,5.75,3.75,9,3.5,0.25
Vũ Minh Thắng,4B2,Nam,6.75,9.75,6.25,7,8.5,1.5,3.5,9.5,8.25,7.5
Đỗ Thị Yến,5A2,Nữ,3.25,10,3.25,3.75,9,4,3.25,5,3,4.25
Phạm Ngọc Nhung,3A3,Nữ,0.75,5,5.5,6.25,6.5,3.75,0.25,0,7.75,10
Phan Thái Hải,7A3,Nam,2.25,1,1.5,6.5,2,8.75,5.75,1.5,0.5,0.25
